Symbol,time,Date,Open,High,Low,Close,Volume,SMA_HIGH,SMA_LOW,SSL_COLOUR,SSL_SWITCH,ATR,RED_CANDLE,VOLUME_REQ,PRICE_REQ,BASELINE_REQ,TRADE_ENTRY,TRADE_RESULT,PERCENT_CHANGE
WHF,09:30:00,2020-04-02 09:30:00,6.71,6.8,6.71,6.8,756,6.631460000001713,6.544330000001986,GREEN,NO,4.659285714285715,NO,YES,YES,YES,YES,TIE,-2.2058823529411686
WIFI,09:30:00,2020-04-06 09:30:00,10.74,10.9,10.61,10.84,22141,10.186000000001716,10.048500000001985,GREEN,NO,3.297142857142858,NO,YES,YES,YES,YES,TIE,-1.1070110701106939
WKHS,09:30:00,2020-04-06 09:30:00,1.69,1.71,1.68,1.7,84872,1.6180000000017365,1.5980000000020858,GREEN,NO,14.337142857142856,NO,YES,YES,YES,YES,TIE,-3.529411764705886
WPRT,09:30:00,2020-04-06 09:30:00,0.8148,0.8491,0.8,0.8201,52697,0.7799750000018217,0.7642000000020271,GREEN,NO,25.759242857142855,NO,YES,YES,YES,YES,TIE,-0.7681990001219464
WPRT,09:30:00,2020-04-07 09:30:00,0.84,0.89,0.8311,0.8816,119108,0.8199550000018219,0.809515000002027,GREEN,NO,25.760885714285717,NO,YES,YES,YES,YES,TIE,-4.605263157894745
WRTC,09:30:00,2020-04-06 09:30:00,4.1,4.14,4.06,4.14,7840,4.030500000001822,3.8925000000020256,GREEN,NO,13.428471428571429,NO,YES,YES,YES,YES,TIE,-1.932367149758456
WW,09:30:00,2020-04-06 09:30:00,15.31,16.17,15.1,16.04,188248,14.314000000001814,13.992500000002053,GREEN,NO,3.980685714285714,NO,YES,YES,YES,YES,TIE,6.733167082294276
XNCR,09:30:00,2020-04-03 09:30:00,29.37,29.54,29.13,29.54,2422,28.267000000001897,28.05700000000193,GREEN,NO,10.572142857142854,NO,YES,YES,YES,YES,TIE,-2.6743398781313448
XPER,09:30:00,2020-04-06 09:30:00,13.38,14.13,13.38,14.04,18058,12.735500000001904,12.54100000000196,GREEN,NO,2.498571428571428,NO,YES,YES,YES,YES,TIE,3.7749287749287834
XRAY,09:30:00,2020-04-07 09:30:00,38.65,39.43,38.63,39.3,273861,37.707000000001905,37.40950000000197,GREEN,NO,4.342857142857143,NO,YES,YES,YES,YES,LOSS,2.7626317702653584
Z,09:30:00,2020-04-06 09:30:00,32.59,34.0,32.29,33.27,352209,30.38200000000192,29.893500000001932,GREEN,NO,8.802142857142858,NO,YES,YES,YES,YES,TIE,11.391644123835283
Z,09:30:00,2020-04-07 09:30:00,39.0,40.89,38.82,39.04,570965,36.67350000000194,36.05800000000193,GREEN,NO,9.227142857142855,NO,YES,YES,YES,YES,TIE,-3.2018442622950816
ZAGG,09:30:00,2020-04-06 09:30:00,2.87,2.99,2.83,2.97,63290,2.6210000000019607,2.585000000001928,GREEN,NO,9.419285714285717,NO,YES,YES,YES,YES,TIE,3.0303030303030254
ZBRA,09:30:00,2020-04-06 09:30:00,184.77,188.0,184.51,186.58,13047,176.670500000002,175.20150000000203,GREEN,NO,18.14571428571428,NO,YES,YES,YES,YES,TIE,2.647657841140528
ZG,09:30:00,2020-04-06 09:30:00,31.55,32.78,31.39,32.09,102338,29.40850000000209,29.091000000002122,GREEN,NO,28.328571428571433,NO,YES,YES,YES,YES,TIE,13.773761296353987
ZION,09:30:00,2020-04-01 09:30:00,25.87,26.11,25.65,25.97,192663,23.90000000000208,23.614500000002106,GREEN,NO,15.143571428571432,NO,YES,YES,YES,YES,TIE,-3.0804774740084606
ZUMZ,09:30:00,2020-04-06 09:30:00,15.24,15.89,15.2,15.87,22368,14.346500000002164,14.120500000002133,GREEN,NO,9.812642857142857,NO,YES,YES,YES,YES,TIE,7.4354127284184095
